INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,gt_25k_05_p6
Cerro Coso Community College,Ridgecrest,CA,2,1,41.0,,,,,,,,,0.0,4029.0,0.5001,0.0494,0.3328,0.0345,0.0221,0.001,0.0541,0.0017,0.0042,0.7684,5413.0,,0.1763,,0.5764,,0.2866,0.0,0.5359,,,0.634615385,,0.196115385,24900.0,0.384920627,0.0
Stevens-Henager College of Business-Provo,Orem,UT,2,2,13.0,,,,,,,,,0.0,351.0,0.8205,0.0171,0.0969,0.0085,0.0199,0.0313,0.0028,0.0,0.0028,0.0,,21551.0,0.7979,0.381,,,,0.7979,0.6752,26336.5,292.3891398,0.314078675,0.350420275,,31700.0,0.478683621,0.0
Renaissance Academie,Provo,UT,1,3,12.0,,,,,,,,,0.0,70.0,0.8571,0.0,0.0857,0.0,0.0,0.0,0.0571,0.0,0.0,0.4857,,15294.0,0.5891,,0.7727,,0.75,0.6124,0.1143,13444,149.2559602,,,0.9412,,,
Bethany College,Bethany,WV,3,2,41.0,455.0,450.0,430.0,21.0,20.0,20.0,,936.0,0.0,690.0,0.5812,0.2029,0.0333,0.0014,0.0,0.0,0.0174,0.0087,0.1551,0.0029,,21917.0,0.4569,0.5303,,,,0.8571,0.0173,,,0.723311547,0.480624784,,40900.0,0.522388041,1.0
Adult and Community Education-Hudson,Columbus,OH,1,1,11.0,,,,,,,,,0.0,140.0,0.3643,0.6357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,11418.0,,0.6667,,0.7179,,0.75,0.6444,0.9643,14488,160.8465004,0.642857143,,0.7213,36900.0,0.792452812,1.0
California State University-Channel Islands,Camarillo,CA,3,1,22.0,480.0,475.0,,20.0,20.0,20.0,,954.0,0.0,4950.0,0.3804,0.0246,0.4147,0.0545,0.0038,0.002,0.0481,0.0012,0.0705,0.13699999999999998,14770.0,,0.3959,0.7814,,0.4167,,0.4151,0.1954,16000,177.6328,0.859195402,0.51349501,,,0.664753139,1.0
Woodruff Medical Training and Testing,Decatur,GA,1,3,21.0,,,,,,,,,0.0,100.0,0.05,0.89,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,20302.0,0.4267,,,,,0.28,0.52,7917,87.89492985,,,,,,
The New England Institute of Art,Brookline,MA,3,3,21.0,,,,,,,,,0.0,779.0,0.2311,0.0449,0.1656,0.0218,0.0026,0.0,0.0154,0.0039,0.5148,0.086,,29238.0,0.4933,0.5109,,0.3571,,0.8175,0.2054,29444,326.8887602,0.643571429,0.351038963,,34900.0,0.543005168,1.0
Bethany Lutheran College,Mankato,MN,3,2,13.0,,,,23.0,22.0,23.0,,1070.0,0.0,552.0,0.8496,0.0326,0.0308,0.0091,0.0054,0.0018,0.0254,0.0109,0.0344,0.0254,,16598.0,0.4064,0.7206,,,,0.7575,0.0311,25000,277.55125,0.889589905,0.50285,,34000.0,0.621399164,1.0
North West Beauty School,Houston,TX,1,3,11.0,,,,,,,,,0.0,45.0,0.0,0.8667,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.5778,,14322.0,0.91,,1.0,,0.9129999999999999,0.9,0.6222,9500,105.469475,,,0.347795652,,,
Marinello Schools of Beauty-Las Vegas,Las Vegas,NV,1,3,11.0,,,,,,,,,0.0,398.0,0.2613,0.3467,0.3291,0.0302,0.0151,0.0075,0.005,0.0,0.005,0.5402,,15041.0,0.7628,,0.6098,,0.5714,0.8047,0.4749,9873,109.6105397,0.295503212,,0.4742086,20100.0,0.340823978,0.0
Gratz College,Melrose Park,PA,1,2,21.0,,,,,,,,,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0541,,,,,0.0811,0.8182,,,,,,,,
Brookdale Community College,Lincroft,NJ,2,1,41.0,,,,,,,,,0.0,12492.0,0.6703,0.1088,0.134,0.0355,0.0032,0.0021,0.0102,0.008,0.0279,0.415,6798.0,,0.2796,,0.6858,,0.4729,0.1709,0.25,10500,116.571525,0.674148607,,0.277288828,32900.0,0.483870953,0.0
Southeast Community College Area,Lincoln,NE,2,1,11.0,,,,,,,,,0.0,7512.0,0.8299,0.0576,0.0532,0.0262,0.0092,0.0023,0.0039,0.0001,0.0176,0.4019,7555.0,,0.4198,,0.5744,,0.4984,0.6195,0.3236,13373,148.4677147,0.717185386,,0.29987243,35200.0,0.609123409,1.0
Fairmont State University,Fairmont,WV,3,1,32.0,465.0,470.0,,21.0,19.0,20.0,,965.0,0.0,3856.0,0.8615,0.0516,0.0184,0.0036,0.0026,0.0013,0.0226,0.0244,0.013999999999999999,0.1154,8971.0,,0.4803,0.6117,,0.5,,0.6396,0.2642,23478,260.6539299,0.624265468,0.346966248,,34200.0,0.520522416,1.0
The University of Texas at El Paso,El Paso,TX,3,1,11.0,445.0,475.0,,20.0,18.0,20.0,,923.0,0.0,19527.0,0.0757,0.0269,0.8281,0.0075,0.0022,0.0012,0.0061,0.0489,0.0034,0.3372,7586.0,,0.5802,0.6989,,0.4837,,0.4967,0.257,18250,202.6124125,0.741521701,0.385611786,,39800.0,0.554198444,1.0
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,3,2,21.0,,,,,,,,,0.0,82.0,0.0244,0.0,0.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.7927,,18131.0,0.5893,0.0,,,,0.6875,0.7561,16648,184.8269284,0.735468565,,,25400.0,0.372139305,0.0
Keiser University- Miami,Miami,FL,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500,305.306375,0.468016739,,,29600.0,0.549784839,1.0
Cambridge Junior College-Woodland,Woodland,CA,1,3,23.0,,,,,,,,,0.0,96.0,0.375,0.0208,0.5104,0.0208,0.0,0.0417,0.0,0.0,0.0313,0.0,,20258.0,0.6853,,0.8125,,,0.6014,0.4167,9500,105.469475,0.533807829,,,,,
Huntington University,Huntington,IN,3,2,32.0,505.0,500.0,487.0,24.0,23.0,24.0,,1054.0,0.0,1030.0,0.8816,0.0204,0.034,0.0049,0.0029,0.001,0.0146,0.0408,0.0,0.068,,19192.0,0.34600000000000003,0.7941,,0.5,,0.7142,0.1178,27000,299.75535,0.92139738,0.605287449,,35500.0,0.572727263,1.0
Lakeland College,Plymouth,WI,3,2,41.0,465.0,430.0,435.0,22.0,20.0,21.0,7.0,1007.0,0.0,2449.0,0.8085,0.0604,0.0404,0.0233,0.0114,0.0008,0.0098,0.0351,0.0102,0.5827,,18669.0,0.3478,0.6954,,0.3125,,0.6363,0.499,27000,299.75535,0.810688406,0.481200251,,39900.0,0.662870169,1.0
Keiser University-Sarasota,Sarasota,FL,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500,305.306375,0.468016739,,,29600.0,0.549784839,1.0
Georgia State University,Atlanta,GA,3,1,11.0,530.0,535.0,,23.0,23.0,22.0,,1060.0,0.0,24128.0,0.3138,0.397,0.0895,0.1135,0.0017,0.0011,0.0434,0.0163,0.0237,0.2429,15377.0,,0.5089,0.8232,,0.5361,,0.5883,0.2258,23000,255.34715,0.726676684,0.520757338,,41500.0,0.643725634,1.0
Ottawa University-Phoenix,Phoenix,AZ,3,2,11.0,,,,,,,,,0.0,335.0,0.3881,0.0955,0.1373,0.009000000000000001,0.0209,0.0,0.003,0.0,0.3463,0.9940000000000001,,,0.5982,,,0.25,,0.7946,0.8841,25000,277.55125,0.724907063,,,40700.0,0.730100632,1.0
Northwest University,Kirkland,WA,3,2,21.0,540.0,520.0,525.0,24.0,24.0,22.0,9.0,1079.0,0.0,1354.0,0.7312,0.0325,0.079,0.0539,0.0118,0.0103,0.0244,0.0199,0.0369,0.1093,,20032.0,0.4199,0.7773,,0.5,,0.6487,0.3067,24000,266.4492,0.888529887,0.454558678,,40200.0,0.631465495,1.0
SUNY College at Old Westbury,Old Westbury,NY,3,1,21.0,490.0,510.0,475.0,21.0,,,,998.0,0.0,4045.0,0.3224,0.3053,0.2131,0.0907,0.0022,0.0037,0.0279,0.0111,0.0235,0.1276,8598.0,,0.4714,0.7583,,0.6667,,0.4717,0.2559,17000,188.73485,0.687000726,0.357838981,,42900.0,0.618085086,1.0
Hopkinsville Community College,Hopkinsville,KY,1,1,32.0,,,,,,,,,0.0,3191.0,0.6067,0.2466,0.0777,0.0144,0.005,0.0053,0.031,0.0009,0.0122,0.4914,7390.0,,0.619,,0.5203,,0.3598,0.3831,0.5001,11500,127.673575,0.571593533,,0.275193612,26600.0,0.449473679,0.0
Dodge City Community College,Dodge City,KS,2,1,33.0,,,,,,,,,0.0,1161.0,0.4376,0.1258,0.3928,0.0112,0.0086,0.0017,0.0146,0.0078,0.0,0.2351,7181.0,,0.3514,,0.5134,,0.48,0.1298,0.2431,8875,98.53069375,0.56768559,,0.409179117,31400.0,0.497584552,0.0
University of St Thomas,Houston,TX,3,2,11.0,540.0,565.0,536.0,26.0,26.0,25.0,7.0,1121.0,0.0,1529.0,0.3126,0.0608,0.3793,0.11900000000000001,0.0026,0.0026,0.0196,0.0889,0.0144,0.1785,,20025.0,0.3357,0.7659999999999999,,0.6667,,0.4209,0.2494,25000,277.55125,0.798353909,0.495674093,,48800.0,0.665803134,1.0
Aveda Institute-Boise,Boise,ID,1,3,12.0,,,,,,,,,0.0,67.0,0.8059999999999999,0.0299,0.0896,0.0,0.0299,0.0,0.0,0.0,0.0448,0.1642,,15504.0,0.4368,,1.0,,,0.5057,0.2687,12000,133.2246,,,1,,,
DeVry College of New York,New York,NY,3,3,11.0,,,,,,,,,0.0,1398.0,0.0866,0.2396,0.2632,0.0629,0.0029,0.0043,0.005,0.0315,0.304,0.33399999999999996,,18617.0,0.7081,0.6104,,0.4203,,0.7945,0.679,43068,478.1430894,0.544562285,0.2155,,,,
Taylortown School of Beauty Inc,Taylor,MI,1,3,13.0,,,,,,,,,0.0,204.0,0.3186,0.4167,0.0441,0.0,0.0,0.0,0.0147,0.0,0.2059,0.0,,11880.0,0.5669,,0.6538,,,0.5493,0.451,9878,109.6660499,,,0.677458065,,,
San Joaquin Valley College-San Diego,Chula Vista,CA,0,3,21.0,,,,,,,,,0.0,9.0,0.3333,0.0,0.1111,0.3333,0.0,0.0,0.1111,0.1111,0.0,0.0,,,,,,,,,0.6667,19648.5,218.1386294,0.426538462,,,,,
Nassau Community College,Garden City,NY,2,1,21.0,,,,,,,,,0.0,21051.0,0.4177,0.2278,0.2231,0.0626,0.0027,0.0039,0.0001,0.0101,0.052000000000000005,0.3545,7067.0,,0.3466,,0.7325,,0.603,0.1481,0.2355,10250,113.7960125,0.623272951,,0.22709206,36800.0,0.560425639,1.0
Simpson College,Indianola,IA,3,2,31.0,,,,24.0,24.0,23.0,,1105.0,0.0,1687.0,0.8743,0.0202,0.0202,0.0095,0.0083,0.0,0.0184,0.0113,0.0379,0.1191,,20163.0,0.2972,0.7892,,,,0.7337,0.1857,27000,299.75535,0.926182238,0.658756587,,45800.0,0.779237866,1.0
Everest Institute-Kalamazoo,Kalamazoo,MI,1,3,22.0,,,,,,,,,0.0,356.0,0.6489,0.1601,0.0646,0.0056,0.013999999999999999,0.0,0.0365,0.0,0.0702,0.0,,26056.0,0.7198,,0.7308,,,0.5377,0.5618,9500,105.469475,0.390535067,,0.712771274,22900.0,0.341946304,0.0
Ohio Valley University,Vienna,WV,3,2,13.0,465.0,460.0,455.0,21.0,21.0,21.0,,971.0,0.0,394.0,0.7208,0.0761,0.033,0.0076,0.0,0.0,0.0203,0.0787,0.0635,0.0609,,13285.0,0.5024,0.64,,,,0.7829999999999999,0.1317,23000,255.34715,0.792727273,0.336658416,,34000.0,0.533613443,1.0
Paul D Camp Community College,Franklin,VA,2,1,32.0,,,,,,,,,0.0,892.0,0.4439,0.4944,0.0235,0.0,0.0034,0.0,0.027999999999999997,0.0,0.0067,0.5572,4977.0,,0.4427,,0.5431,,0.2532,0.0,0.3534,,,,,0.24319589,23700.0,0.357340723,0.0
Strayer University-District of Columbia,Washington,DC,3,3,11.0,,,,,,,,,0.0,871.0,0.0436,0.8014,0.0471,0.0149,0.0011,0.0011,0.0253,0.0207,0.0448,0.8749,,,0.5387,,,0.3571,,0.7226,0.8618,39499.5,438.525424,0.444774917,0.4667,,51700.0,0.722576857,1.0
J F Drake State Community and Technical College,Huntsville,AL,1,1,12.0,,,,,,,,,0.0,1040.0,0.3096,0.6231,0.025,0.0048,0.0067,0.0029,0.0202,0.0019,0.0058,0.3894,7163.0,,0.5873,,0.4228,,0.2059,0.0,0.4555,,,,,0.244616547,23500.0,0.364864856,0.0
Advanced College of Cosmetology,Waupun,WI,1,3,32.0,,,,,,,,,0.0,51.0,0.902,0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6858.0,0.3385,,0.8485,,,0.4769,0.2941,10880,120.790304,,,0.971428571,,,
Capital Area Technical College,Baton Rouge,LA,1,1,12.0,,,,,,,,,0.0,1610.0,0.2882,0.564,0.0161,0.0056,0.0031,0.0,0.0062,0.0012,0.1155,0.5385,7254.0,,0.1423,,0.4662,,0.4286,0.0,0.4815,,,,,0.489418353,27000.0,0.419159412,0.0
SBI Campus-An Affiliate of Sanford-Brown,Melville,NY,2,3,21.0,,,,,,,,,0.0,274.0,0.0219,0.0438,0.0292,0.0,0.0036,0.0,0.0,0.0,0.9015,0.1131,,10885.0,0.7059,,0.6,,0.0,0.8324,0.4051,9782.5,108.6058041,0.444306931,,0.535295294,34100.0,0.550442457,1.0
Washington-Holmes Technical Center,Chipley,FL,1,1,32.0,,,,,,,,,0.0,349.0,0.8023,0.1719,0.0086,0.0086,0.0029,0.0057,0.0,0.0,0.0,0.0888,19298.0,,0.3861,,0.7892,,0.5556,0.0,0.4871,,,,,0.670557191,21100.0,0.377049178,0.0
The College of Health Care Professions-Fort Worth,Fort Worth,TX,0,3,11.0,,,,,,,,,0.0,208.0,0.3846,0.2212,0.3413,0.0385,0.0,0.0048,0.0048,0.0,0.0048,0.0,,24859.0,0.585,,,,,0.7075,0.4808,9500,105.469475,0.466543892,,,,,
Barton College,Wilson,NC,3,2,31.0,455.0,475.0,435.0,20.0,19.0,21.0,,939.0,0.0,1043.0,0.5877,0.2464,0.0403,0.0077,0.0058,0.0029,0.0288,0.023,0.0575,0.1381,,21148.0,0.4955,0.6866,,,,0.7809999999999999,0.2271,27500,305.306375,0.80332829,0.481689908,,36500.0,0.646315813,1.0
South Dakota State University,Brookings,SD,3,1,33.0,515.0,530.0,,23.0,22.0,23.0,,1050.0,0.0,10048.0,0.9036,0.0161,0.0181,0.0092,0.009000000000000001,0.0015,0.0177,0.022000000000000002,0.0029,0.142,15538.0,,0.2716,0.7589,,0.3913,,0.6074,0.1337,25000,277.55125,0.904740806,0.553874349,,40600.0,0.731946528,1.0
Virginia Military Institute,Lexington,VA,3,1,32.0,570.0,580.0,545.0,25.0,24.0,25.0,,1141.0,0.0,1675.0,0.8316,0.043,0.0436,0.0543,0.0018,0.0072,0.0155,0.003,0.0,0.0,17802.0,,0.1508,0.8411,,,,0.4645,0.0024,23500,260.898175,0.930693069,0.736503639,,56600.0,0.73939395,1.0
Bais Medrash Toras Chesed,Lakewood,NJ,3,2,13.0,,,,,,,,,0.0,114.0,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0,0.0088,,6128.0,0.4286,0.8929,,,,0.0,0.1228,,,,0.129633333,,,,
Pickaway Ross Joint Vocational School District,Chillicothe,OH,1,1,42.0,,,,,,,,,0.0,374.0,0.9385,0.0294,0.0107,0.0027,0.0027,0.0,0.016,0.0,0.0,0.369,,,0.2629,,0.8362,,0.8833,0.27699999999999997,0.4973,6817,75.68267485,0.661290323,,0.848518672,30000.0,0.690909088,1.0
Regent University,Virginia Beach,VA,3,2,11.0,565.0,515.0,,22.0,23.0,21.0,,1067.0,0.0,2286.0,0.6194,0.2183,0.0687,0.0232,0.0057,0.0026,0.0319,0.0079,0.0223,0.3473,,18225.0,0.5112,0.7677,,0.6429,,0.7655,0.5258,26806.5,297.6071033,0.672839506,0.447336842,,41300.0,0.635678411,1.0
Northwest Missouri State University,Maryville,MO,3,1,33.0,510.0,540.0,,23.0,22.0,22.0,,1050.0,0.0,5274.0,0.8311,0.0648,0.0296,0.0059,0.0025,0.0013,0.0283,0.022000000000000002,0.0146,0.0605,10612.0,,0.3557,0.6583,,0.125,,0.5949,0.0451,24490,271.8892045,0.820195995,0.510436691,,38900.0,0.652887881,1.0
Cannella School of Hair Design-Villa Park,Villa Park,IL,1,3,21.0,,,,,,,,,0.0,83.0,0.1205,0.0,0.8675,0.012,0.0,0.0,0.0,0.0,0.0,0.8313,,5995.0,0.7037,,1.0,,0.9259,0.0,0.8313,,,,,1,23500.0,,
Oklahoma State University Center for Health Sciences,Tulsa,OK,4,1,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Jessup University,Rocklin,CA,3,2,41.0,520.0,515.0,505.0,23.0,23.0,22.0,,1039.0,0.0,1029.0,0.7182,0.0505,0.1497,0.0321,0.0107,0.0039,0.0233,0.001,0.0107,0.1866,,18601.0,0.4743,0.8222,,,,0.8951,0.2674,21500,238.694075,0.857142857,0.481150943,,38600.0,0.558685422,1.0
Venango County Area Vocational Technical School,Oil City,PA,1,1,33.0,,,,,,,,,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11364.0,,0.7887,,0.6452,,,0.9577,0.5692,14677,162.9447879,0.654320988,,0.604197917,,,
Florida College of Natural Health-Pompano Beach,Pompano Beach,FL,1,3,13.0,,,,,,,,,0.0,262.0,0.3435,0.2405,0.3206,0.0305,0.0115,0.0,0.0115,0.0,0.042,0.0,,19240.0,0.5205,,0.4706,,,0.9503,0.6756,8107,90.00431935,0.562694301,,0.617409932,24300.0,0.406847924,0.0
Oregon College of Art and Craft,Portland,OR,3,2,21.0,,,,,,,,,0.0,139.0,0.6259,0.0072,0.1079,0.0216,0.0144,0.0216,0.0935,0.0,0.1079,0.1583,,24952.0,0.539,0.5263,,,,0.8052,0.3597,35500,394.122775,0.75862069,,,,0.353846163,0.0
Pennsylvania Institute of Technology,Media,PA,1,2,21.0,,,,,,,,,0.0,743.0,0.1373,0.6285,0.0552,0.0175,0.0027,0.0,0.0242,0.0,0.1346,0.36200000000000004,,14103.0,0.5531,,0.5258,,0.4615,0.7667,0.397,9500,105.469475,0.449093445,,0.397347678,35400.0,0.469230771,0.0
Community Care College,Tulsa,OK,1,3,11.0,,,,,,,,,0.0,587.0,0.569,0.1806,0.0545,0.017,0.1346,0.0,0.0102,0.0,0.0341,0.0,,16646.0,0.7483,,0.7692,,,0.7791,0.3884,11609,128.8836985,0.485061511,,0.689471803,24100.0,0.316804409,0.0
Brown Mackie College-South Bend,South Bend,IN,2,3,21.0,,,,,,,,,0.0,423.0,0.6643,0.23399999999999999,0.0851,0.0024,0.0024,0.0024,0.0024,0.0,0.0071,0.0,,19230.0,0.7929,,,,,0.7163,0.5816,21599,239.793178,0.289359316,0.380319149,,25200.0,0.501259446,1.0
Marlboro College,Marlboro,VT,3,2,42.0,,,,,,,,,0.0,230.0,0.7,0.0043,0.0087,0.0348,0.0043,0.0,0.0391,0.0,0.2087,0.0087,,28056.0,0.3418,0.82,,,,0.7004,0.0654,26250,291.4288125,0.913043478,0.629914286,,25900.0,0.281553388,0.0
University of Hawaii Maui College,Kahului,HI,2,1,13.0,,,,,,,,,0.0,3553.0,0.2119,0.011000000000000001,0.1086,0.2654,0.0045,0.1289,0.2572,0.0118,0.0006,0.5981,6706.0,,0.4651,,,,,0.3097,0.45899999999999996,13425,149.0450213,0.507559395,0.105932087,,28900.0,0.494553387,0.0
Church Divinity School of the Pacific,Berkeley,CA,4,2,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putnam Career and Technical Center,Eleanor,WV,1,1,22.0,,,,,,,,,0.0,126.0,0.9603,0.0079,0.0238,0.0079,0.0,0.0,0.0,0.0,0.0,0.5476,1051.0,,0.4744,,0.7101,,0.8367,0.0,0.3254,,,,,1,,,
Schenectady County Community College,Schenectady,NY,2,1,13.0,,,,,,,,,0.0,3874.0,0.643,0.1652,0.0705,0.0354,0.0098,0.0065,0.0297,0.0,0.04,0.3105,4594.0,,0.3442,,0.5655,,0.4155,0.28300000000000003,0.2411,,,0.573667712,,0.223605207,29700.0,0.485614032,0.0
Boise Bible College,Boise,ID,3,2,21.0,510.0,480.0,490.0,20.0,20.0,21.0,5.0,977.0,0.0,183.0,0.8197,0.0055,0.0601,0.0055,0.0164,0.0055,0.0765,0.0,0.0109,0.0874,,19027.0,0.6212,0.66,,0.5,,0.6616,0.1613,19000,210.93895,0.818181818,0.53333619,,,0.428571433,0.0
Payne Theological Seminary,Wilberforce,OH,4,2,41.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Catherine University,Saint Paul,MN,3,2,11.0,550.0,520.0,,23.0,23.0,22.0,,1051.0,0.0,3479.0,0.6585,0.0992,0.0549,0.1084,0.0095,0.0014,0.0164,0.0103,0.0414,0.3751,,23259.0,0.4147,0.7861,,,,0.7682,0.38299999999999995,28500,316.408425,0.853551913,0.544799153,,45300.0,0.779767215,1.0
SW School of Business & Technical Careers,San Antonio,TX,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivy Tech Community College-Lafayette,Lafayette,IN,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,155.4287,0.469222097,,,,,
Sinte Gleska University,Mission,SD,2,2,43.0,,,,,,,,,0.0,550.0,0.1764,0.0,0.0,0.0,0.8236,0.0,0.0,0.0,0.0,0.5418,,15089.0,0.5522,0.75,,1.0,,0.0,0.6291,,,,0.114755738,,21400.0,0.274247497,0.0
Columbia-Greene Community College,Hudson,NY,2,1,41.0,,,,,,,,,0.0,1549.0,0.7921,0.0826,0.0755,0.0181,0.0019,0.0013,0.0252,0.0013,0.0019,0.3783,5227.0,,0.4087,,0.6207,,0.3934,0.2455,0.2653,10000,111.0205,0.65658363,,0.331650563,31700.0,0.516245484,1.0
Cosmetology Training Center,Lafayette,LA,1,3,12.0,,,,,,,,,0.0,109.0,0.8899,0.0826,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8963.0,0.3462,,0.8333,,,0.3718,0.2385,7100.5,78.83010603,0.788888889,,0.801975248,14100.0,0.161764711,0.0
Atlanta's John Marshall Law School,Atlanta,GA,4,3,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Illinois University,Charleston,IL,3,1,33.0,,,,22.0,22.0,21.0,,1010.0,0.0,8255.0,0.7070000000000001,0.18100000000000002,0.0491,0.0082,0.0019,0.0006,0.0187,0.0084,0.0252,0.1137,17740.0,,0.3923,0.7707,,,,0.6699,0.1389,23767,263.8624224,0.855442599,0.603662246,,41200.0,0.646719992,1.0
United Talmudical Seminary,Brooklyn,NY,3,2,11.0,,,,,,,,,0.0,1814.0,0.9796,0.0,0.0017,0.0,0.0,0.0,0.0,0.0187,0.0,0.0,,4906.0,0.8949,0.8871,,,,0.0,0.0072,,,,0.438875847,,13400.0,0.078034684,0.0
DePaul University,Chicago,IL,3,2,11.0,580.0,575.0,,26.0,26.0,25.0,,1163.0,0.0,16120.0,0.5561,0.0837,0.1717,0.073,0.001,0.0021,0.0371,0.0265,0.0488,0.1591,,27040.0,0.3448,0.8536,,0.5,,0.5915,0.2019,24165.5,268.2865893,0.834238654,0.692305928,,50900.0,0.717829466,1.0
Villanova University - Summer Music Studies Program,Villanova,PA,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000,299.75535,0.846750727,,,,,
Success Schools,Merrillville,IN,1,3,21.0,,,,,,,,,0.0,130.0,0.1615,0.5385,0.2692,0.0,0.0077,0.0,0.0231,0.0,0.0,0.0846,,9626.0,0.574,,0.9,,0.875,0.6592,0.4846,8909,98.90816345,0.45505618,,0.885268852,,,
Monroe College,Bronx,NY,2,3,11.0,,,,,,,,,0.0,6426.0,0.021,0.4446,0.4178,0.0145,0.0023,0.0017,0.0,0.0727,0.0254,0.2386,,11116.0,0.7743,0.7361,,0.6667,,0.7054,0.3597,19512,216.6231996,0.572092223,0.538961421,,27700.0,0.482212424,0.0
North Carolina State University at Raleigh,Raleigh,NC,3,1,11.0,595.0,630.0,570.0,28.0,27.0,28.0,8.0,1229.0,0.0,22977.0,0.7512,0.0691,0.0427,0.0523,0.0045,0.0006,0.0314,0.0267,0.0215,0.0717,13164.0,,0.2247,0.9258,,0.7143,,0.424,0.0974,20500,227.592025,0.914758515,0.721404089,,47500.0,0.751135528,1.0
The University of Texas MD Anderson Cancer Center,Houston,TX,3,1,11.0,,,,,,,,,0.0,313.0,0.3099,0.1246,0.1885,0.1725,0.0064,0.0064,0.0,0.0607,0.131,0.1086,,,0.3862,,,,,0.5172,0.6613,,,0.94017094,,,,0.970149279,1.0
Byzantine Catholic Seminary of Saints Cyril and Methodius,Pittsburgh,PA,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest Georgia Technical College,Thomasville,GA,1,1,32.0,,,,,,,,,0.0,1255.0,0.6502,0.3068,0.0143,0.0088,0.008,0.0,0.0096,0.0008,0.0016,0.6645,2142.0,,0.6134,,0.5765,,0.4,0.0,0.4049,,,,,0.501763604,25200.0,0.398936182,0.0
Broken Arrow Beauty College-Tulsa,Tulsa,OK,1,3,11.0,,,,,,,,,0.0,88.0,0.6477,0.1023,0.0568,0.0455,0.0341,0.0114,0.1023,0.0,0.0,0.1591,,13870.0,0.7763,,0.84,,1.0,0.9145,0.3523,9833,109.1664577,0.548717949,,0.813986047,16600.0,0.193333328,0.0
Paul Mitchell the School-Boise,Boise,ID,1,3,12.0,,,,,,,,,0.0,150.0,0.8533,0.0267,0.0667,0.0067,0.0,0.0,0.0,0.0,0.0467,0.24,,15473.0,0.3502,,0.7742,,0.5,0.5485,0.3067,13666,151.7206153,0.450704225,,0.605621127,14500.0,0.226804122,0.0
Beauty Academy,Wenatchee,WA,1,3,13.0,,,,,,,,,0.0,77.0,0.6234,0.013000000000000001,0.3506,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,14116.0,0.6484,,0.8889,,,0.6563,0.3896,11477,127.4182279,0.465517241,,0.795470455,,0.25454545,0.0
ITT Technical Institute-Tulsa,Tulsa,OK,2,3,11.0,,,,,,,,,0.0,519.0,0.6416,0.1252,0.0501,0.0212,0.1098,0.0,0.0347,0.0,0.0173,0.3025,,22695.0,0.7299,,,,,0.8467,0.7919,25833.5,286.8048087,0.394119686,0.20589902,,38400.0,0.591855824,1.0
Pittsburgh Technical Institute,Oakdale,PA,2,3,41.0,,,,,,,,,0.0,1841.0,0.7045,0.1059,0.013000000000000001,0.0092,0.0011,0.0022,0.0489,0.0,0.1152,0.0,,20583.0,0.6868,,0.6385,,,0.9235,0.20800000000000002,18500,205.387925,0.638559508,,0.554851829,34400.0,0.528910518,1.0
